wkt_geom;generator:source;generator:output
Point (11.0652304000000008 54.50585619999999665);wind;2300
Point (9.91873490000000047 53.51060669999999675);wind;6
Point (9.9159354000000004 53.50796420000000353);wind;6
Point (9.93694950000000077 53.95011449999999797);wind;
Point (8.5643773000000003 53.59250899999999973);wind;3000
Point (8.87301159999999989 54.21545900000000273);wind;
Point (9.92997719999999973 54.13517439999999681);wind;
Point (8.90829289999999929 54.62450030000000112);wind;2
Point (8.86976119999999923 54.2138666000000029);wind;
Point (8.91727689999999917 54.62050829999999735);wind;2
Point (8.91696070000000063 54.62316049999999734);wind;2
Point (8.91796519999999937 54.61497469999999765);wind;2
Point (8.91762220000000028 54.61774739999999895);wind;2
Point (8.91143989999999953 54.61500480000000124);wind;2
Point (8.91098700000000044 54.61764430000000203);wind;2
Point (8.91313030000000062 54.61237020000000086);wind;2
Point (8.91454790000000052 54.61020829999999648);wind;2
Point (9.80993980000000043 54.76304269999999974);wind;
Point (8.91761039999999916 54.6296073999999976);gas;
Point (9.81037549999999925 54.76022100000000137);wind;
Point (9.81014419999999987 54.76169889999999896);wind;
Point (9.82471860000000063 54.62566019999999867);wind;
Point (9.82601670000000027 54.62931470000000189);wind;
Point (8.98434600000000039 54.57622340000000349);wind;
Point (8.98169219999999946 54.57864949999999737);wind;
Point (8.99560879999999941 53.79960100000000267);wind;2000
Point (8.97558680000000031 54.57684509999999989);wind;
Point (8.99378480000000025 53.80536469999999838);wind;2000
Point (8.99516009999999966 53.8023769999999999);wind;2000
Point (8.98840560000000011 53.802631599999998);wind;2000
Point (8.9870707000000003 53.80568689999999776);wind;2000
Point (8.9878739000000003 53.79713910000000254);wind;2000
Point (8.98771009999999926 53.79967669999999913);wind;2000
Point (8.87056130000000032 54.21630389999999977);wind;
Point (8.98725540000000045 53.79479390000000194);wind;2000
Point (8.89876429999999985 54.24222670000000335);wind;
Point (8.90115010000000062 54.24351190000000145);wind;
Point (8.97055499999999917 54.1628091999999981);wind;
Point (8.85992919999999984 54.19979920000000106);wind;
Point (8.57734710000000078 53.64667039999999787);wind;600
Point (8.97094869999999922 54.58453540000000004);wind;
Point (8.57636379999999932 53.64374689999999646);wind;600
Point (8.57676709999999964 53.64522019999999713);wind;600
Point (8.59396300000000046 53.67242240000000209);wind;1500
Point (8.5960946000000007 53.67450259999999673);wind;1500
Point (8.88913840000000022 54.64784730000000224);wind;2.3
Point (8.59178730000000002 53.67034379999999771);wind;1500
Point (8.87891890000000039 54.64693820000000102);wind;2.3
Point (8.87346299999999921 54.65051369999999764);wind;2.3
Point (8.88100799999999957 54.64990900000000096);wind;2.3
Point (8.87617200000000039 54.64867069999999671);wind;2.3
Point (8.88430239999999927 54.65218899999999991);wind;2.3
Point (8.87798949999999998 54.65307690000000207);wind;2.3
Point (8.88250329999999977 54.64465349999999688);wind;2.3
Point (8.88583399999999912 54.6495827000000034);wind;2.3
Point (9.86571810000000049 54.12804849999999846);wind;
Point (8.88538250000000041 54.64278869999999699);wind;2.3
Point (9.86764830000000082 54.13012090000000143);wind;
Point (9.86425140000000056 54.12967559999999878);wind;
Point (9.86798270000000066 54.13535759999999897);wind;
Point (9.86843359999999947 54.13259599999999949);wind;
Point (9.87235330000000033 54.13244100000000003);wind;
Point (9.87133099999999963 54.13428619999999825);wind;
Point (8.79072410000000026 53.74885890000000188);wind;
Point (9.86165659999999988 54.13593290000000025);wind;
Point (8.78293140000000072 53.74883570000000077);wind;
Point (8.7867362 53.74884339999999838);wind;
Point (8.97468079999999979 54.58543809999999752);wind;2
Point (8.77920510000000043 53.74882019999999727);wind;
Point (8.97897009999999973 54.58084199999999697);wind;2
Point (8.97635739999999949 54.58309489999999897);wind;2
Point (8.85736619999999952 54.64631310000000042);wind;2
Point (8.93037499999999973 54.61177490000000034);wind;2
Point (8.8615592000000003 54.6449436999999989);wind;2
Point (8.85413089999999947 54.64823239999999771);wind;2
Point (8.87429030000000019 54.63864060000000222);wind;2
Point (8.86972420000000028 54.64061329999999828);wind;2
Point (8.89827020000000068 54.63204000000000349);wind;2
Point (8.89402409999999932 54.62976340000000164);wind;2
Point (8.91323200000000071 54.59962079999999673);wind;2
Point (8.90483889999999967 54.62038479999999652);wind;2
Point (8.66640100000000047 53.63647869999999784);wind;1000
Point (8.67069389999999984 53.63708869999999962);wind;1000
Point (8.67128109999999985 53.63483759999999734);wind;1000
Point (8.66658029999999968 53.63503029999999683);wind;1000
Point (9.25105300000000064 53.78828630000000288);wind;
Point (9.43646829999999959 54.53918809999999695);wind;
Point (9.23787820000000082 53.78929610000000139);wind;
Point (9.24468650000000025 53.7893131000000011);wind;
Point (8.74283080000000012 53.81422419999999818);wind;
Point (8.73601520000000065 53.81347339999999946);wind;
Point (8.74977460000000029 53.81624699999999706);wind;
Point (8.74781590000000087 53.8126300999999998);wind;
Point (8.73102749999999972 53.82204459999999813);wind;
Point (8.74512220000000084 53.81776399999999683);wind;
Point (8.72199879999999972 53.81713830000000343);wind;
Point (8.72083549999999974 53.82209360000000231);wind;
Point (8.56598720000000036 53.59642339999999905);wind;
Point (8.72793079999999932 53.81553679999999673);wind;
Point (10.5452148999999995 53.96018070000000222);wind;2000
Point (10.54435660000000041 53.95675930000000164);wind;2000
Point (10.55478500000000075 53.95794610000000091);wind;2000
Point (10.5496780999999995 53.95688559999999967);wind;2000
Point (10.64835990000000088 53.58900109999999728);wind;2350
Point (10.64523420000000087 53.59203209999999729);wind;2350
Point (8.87756169999999933 54.66448820000000097);wind;
Point (9.21761910000000029 54.85297599999999818);wind;
Point (8.86450439999999951 54.65843519999999955);wind;
Point (8.8767624000000005 54.66737369999999885);wind;
Point (8.86296169999999961 54.6613114999999965);wind;
Point (8.87092039999999926 54.66000180000000341);wind;
Point (8.86334309999999981 54.6642493000000016);wind;
Point (8.87071549999999931 54.66320689999999871);wind;
Point (8.86263860000000037 54.66719309999999865);wind;
Point (8.86973090000000042 54.66688169999999758);wind;
Point (8.66194489999999995 54.81129899999999822);wind;
Point (8.66317560000000064 54.81708789999999709);wind;
Point (8.98225530000000028 54.57397279999999995);wind;
Point (8.66029870000000024 54.81426890000000185);wind;
Point (9.02741930000000004 54.25551629999999648);wind;
Point (8.98009410000000052 54.57608350000000286);wind;
Point (9.02870929999999916 54.25927349999999905);wind;
Point (9.03276100000000071 54.25577109999999692);wind;
Point (9.01875809999999944 54.20750110000000177);wind;
Point (9.01435810000000082 54.20169709999999696);wind;
Point (8.99878879999999981 54.22281240000000224);wind;
Point (9.0148811000000002 54.20973250000000121);wind;
Point (9.11401479999999964 53.97643329999999651);wind;
Point (10.84686510000000048 55.03090949999999992);wind;
Point (8.9476072000000002 54.19816469999999953);wind;
Point (9.11499109999999924 53.97634510000000319);wind;
Point (9.58992719999999998 54.1192567000000011);wind;
Point (9.58488460000000053 54.12038859999999829);wind;
Point (9.60026979999999952 54.1164898999999977);wind;
Point (9.59459419999999952 54.1176407000000026);wind;
Point (9.99466709999999914 54.32153819999999911);wind;3.2
Point (9.99828839999999985 54.31998469999999912);wind;3.2
Point (9.3904437999999999 54.49536599999999709);wind;1500
Point (9.98975150000000056 54.32173730000000234);wind;2.3
Point (9.38797540000000019 54.49774519999999711);wind;1500
Point (9.38671820000000068 54.5006764999999973);wind;1500
Point (9.05475269999999988 54.62261010000000283);wind;2300
Point (9.38338549999999927 54.49853519999999918);wind;1500
Point (9.06778489999999948 54.62638929999999959);wind;
Point (9.05848370000000003 54.62361560000000082);wind;2300
Point (9.5304947999999996 53.84652719999999704);wind;
Point (9.38097639999999977 54.14837490000000031);biomass;
Point (9.51876000000000033 53.84700740000000252);wind;
Point (9.52422920000000062 53.84674820000000039);wind;
Point (10.9004651999999993 53.87131190000000203);wind;
Point (9.51322970000000012 53.84725840000000119);wind;
Point (10.90912340000000036 53.87438610000000239);wind;
Point (10.90320110000000042 53.87342470000000105);wind;
Point (10.96263910000000052 53.83989650000000182);wind;
Point (10.90613010000000038 53.87610649999999879);wind;
Point (8.59950650000000039 53.67136270000000309);wind;
Point (8.60146119999999925 53.67371380000000158);wind;
Point (8.57976069999999957 53.67053119999999922);wind;
Point (8.59723579999999998 53.66926879999999755);wind;
Point (8.58315679999999936 53.67453150000000051);wind;
Point (8.58132050000000035 53.67247290000000248);wind;
Point (9.16201009999999982 54.5844680000000011);wind;3.2
Point (9.14643189999999962 54.58998239999999669);wind;
Point (9.16108739999999955 54.58121620000000007);wind;3.2
Point (9.16724579999999989 54.58336750000000137);wind;3.2
Point (9.15606640000000027 54.57837450000000246);wind;
Point (9.16397130000000004 54.57857349999999741);wind;3.2
Point (9.14756910000000012 54.58241000000000298);wind;
Point (9.14740819999999921 54.57916420000000102);wind;
Point (9.15585180000000065 54.58513940000000275);wind;
Point (9.15412440000000061 54.58182550000000077);wind;
Point (9.14450670000000088 54.58625490000000013);wind;
Point (9.15123840000000044 54.58706370000000163);wind;
Point (9.13707639999999977 54.59905450000000116);wind;
Point (9.05393139999999974 54.47582220000000319);wind;
Point (9.14526760000000039 54.5984809999999996);wind;
Point (9.14721029999999935 54.60168939999999793);wind;
Point (9.14075640000000078 54.59613809999999745);wind;
Point (9.14770530000000015 54.59561860000000166);wind;
Point (9.04429350000000021 54.4504343999999989);wind;3600
Point (9.14454010000000039 54.59300700000000006);wind;
Point (10.21399919999999995 53.47423119999999841);wind;
Point (10.21804610000000046 53.47311700000000201);wind;
Point (10.21416999999999931 53.47009489999999943);wind;
Point (10.2185687999999999 53.46925190000000327);wind;
Point (8.86022690000000068 54.20274859999999961);wind;
Point (10.21025389999999966 53.47132739999999984);wind;
Point (8.89088989999999946 54.17085680000000281);wind;
Point (8.88758540000000075 54.17258379999999818);wind;
Point (8.89613630000000022 54.17256499999999875);wind;
Point (8.89510630000000013 54.1706056000000018);wind;
Point (8.9009911000000006 54.1714973999999998);wind;
Point (8.89954799999999935 54.16855180000000303);wind;
Point (8.96273019999999931 54.15916430000000048);wind;
Point (8.88491929999999996 54.17582110000000029);wind;
Point (8.96452189999999938 54.16244340000000079);wind;
Point (8.96559479999999986 54.16058710000000076);wind;
Point (8.95752670000000073 54.15165960000000211);wind;
Point (8.96523000000000003 54.16435609999999912);wind;
Point (8.95706530000000001 54.15607020000000205);wind;
Point (8.9548015000000003 54.15015790000000351);wind;
Point (8.9580845999999994 54.15395920000000274);wind;
Point (8.96083119999999944 54.1561456000000021);wind;
Point (8.93001789999999929 54.16530459999999891);wind;
Point (8.9269172999999995 54.1663283999999976);wind;
Point (8.93333310000000047 54.15580630000000184);wind;
Point (8.93051149999999971 54.15490789999999777);wind;
Point (10.90004150000000038 54.23206359999999648);wind;
Point (10.2673369000000001 53.78114279999999781);wind;15
Point (10.06606000000000023 53.99970569999999981);wind;
Point (9.34127570000000063 53.94237799999999794);solar;
Point (8.94283889999999992 53.58830820000000017);wind;
Point (10.3718982000000004 53.75013080000000087);wind;yes
Point (10.39289340000000017 53.77941799999999972);solar;172
Point (8.95929690000000001 54.23376300000000327);wind;
Point (8.9240131999999992 54.56970450000000028);solar;
Point (8.92278959999999977 54.56958350000000024);solar;
Point (9.90428099999999922 53.51964790000000249);wind;3
Point (9.90897159999999921 53.51773279999999744);wind;3
Point (9.48881330000000034 53.49295419999999979);wind;4200
Point (9.89486420000000066 53.52342519999999837);wind;3
Point (9.48259589999999974 53.4908797000000007);wind;4200
Point (9.48379219999999989 53.49433290000000341);wind;4200
Point (9.47705850000000005 53.49203669999999988);wind;4200
Point (9.48348370000000074 53.48782049999999799);wind;4200
Point (9.47713489999999936 53.48828809999999834);wind;4200
Point (9.46964619999999968 53.49195209999999889);wind;4200
Point (8.87264009999999992 54.78224050000000034);solar;
Point (8.87164910000000084 54.78221609999999941);solar;
Point (8.74551950000000033 54.81623239999999697);wind;
Point (8.88626439999999995 54.77401689999999945);solar;
Point (8.73546119999999959 54.82034010000000279);wind;
Point (8.73703839999999943 54.8148073999999994);wind;
Point (8.74129240000000074 54.81793549999999726);wind;
Point (8.74035360000000061 54.82086859999999717);wind;
Point (8.85320480000000032 54.81492180000000047);wind;
Point (8.75050309999999953 54.81491559999999907);wind;
Point (8.90028299999999994 54.82671870000000069);wind;
Point (8.90201569999999975 54.82384789999999697);wind;
Point (8.9137745000000006 54.82541779999999676);wind;
Point (8.90737470000000009 54.82534509999999983);wind;
Point (8.93564519999999973 54.82206779999999924);wind;
Point (8.91938840000000077 54.82573450000000292);wind;
